0 494,65 -5
982 412,73 -4,03333333333333
983 412,65 -0,583333333333329
984 412,57 -0,716666666666669
985 412,48 -0,633333333333354
986 412,4 -6,7
987 412,31 -2,34999999999999
988 412,23 -0,266666666666666
989 412,15 -6,65000000000001
990 412,06 -4,28333333333333
991 411,98 -3,16666666666667
992 411,9 -4,98333333333333
993 411,81 -2,13333333333333
994 411,73 -5,81666666666668
995 411,65 -2,03333333333333
996 411,56 -5,21666666666668
997 411,48 -1,69999999999999
998 411,4 -0,516666666666666
999 411,31 -6,56666666666668
1000 411,23 -4,40000000000001
1001 411,15 -5,09999999999999
1002 411,06 -5,73333333333335
1003 410,98 -2,06666666666668
1004 410,9 -2,46666666666667
1005 410,81 -5,7
1006 410,73 -1,7
1007 410,65 -2,06666666666668
1008 410,56 -3,65000000000001
1009 410,48 -2,73333333333333
1010 410,4 -1,16666666666667
1011 410,31 -4,23333333333333
1012 410,23 -3,71666666666667
1013 410,15 -4,09999999999999
1014 410,06 1,21666666666667
1015 409,98 -4,28333333333333
1016 409,9 -2,73333333333333
1017 409,81 -1,90000000000001
1018 409,73 0,150000000000006
1019 409,65 3,88333333333333
1020 409,56 -0,650000000000006
1021 409,48 -2,76666666666667
1022 409,4 0,300000000000011
1023 409,31 -0,483333333333334
1024 409,23 -8,48333333333333
1025 409,14 -1,73333333333333
1026 409,06 2,06666666666668
1027 408,98 -2,83333333333333
1028 408,89 -4,53333333333333
1029 408,81 -4,66666666666667
1030 408,73 -4,76666666666667
1031 408,64 -2,36666666666667
1032 408,56 -2,76666666666667
1033 408,48 -3,53333333333333
1034 408,39 -1,5
1035 408,31 -0,216666666666669
1036 408,23 -5,36666666666667
1037 408,14 -0,799999999999997
1038 408,06 -0,566666666666677
1039 407,98 -4,56666666666668
1040 407,89 -5,41666666666667
1041 407,81 -6,23333333333333
1042 407,73 -4,2
1043 407,64 -4,93333333333332
1044 407,56 -4,34999999999999
1045 407,48 -1,71666666666667
1046 407,39 -3,06666666666668
1047 407,31 -4,2
1048 407,23 -6,34999999999999
1049 407,14 -3,88333333333333
1050 407,06 -6,73333333333333
1051 406,98 -5,09999999999999
1052 406,89 -2,73333333333333
1053 406,81 -3,31666666666668
1054 406,73 -4,88333333333333
1055 406,64 -2,91666666666666
1056 406,56 -2,28333333333333
1057 406,48 -3,18333333333332
1058 406,39 -3,34999999999999
1059 406,31 15,9166666666667
1060 406,23 27,85
1061 406,14 32,5
1062 406,06 13,5166666666667
1063 405,97 10,9833333333333
1064 405,89 7,66666666666667
1065 405,81 8,7
1066 405,72 4,96666666666667
1067 405,64 9,86666666666667
1068 405,56 6,25
1069 405,47 5,16666666666667
1070 405,39 1,11666666666667
1071 405,31 6,3
1072 405,22 4,03333333333333
1073 405,14 4,33333333333333
1074 405,06 4,45
1075 404,97 5,06666666666668
1076 404,89 2,03333333333333
1077 404,81 4,5
1078 404,72 -2,5
1079 404,64 0,516666666666666
1080 404,56 -0,25
1081 404,47 1,33333333333333
1082 404,39 -1,91666666666667
1083 404,31 3,40000000000001
1084 404,22 1,61666666666667
1085 404,14 1,95
1086 404,05 2,3
1087 403,97 0,299999999999997
1088 403,89 -1,66666666666667
1089 403,8 1,18333333333332
1090 403,72 -0,266666666666666
1091 403,64 -3,21666666666667
1092 403,55 0,483333333333334
1093 403,47 -2,59999999999999
1094 403,39 -3,48333333333333
1095 403,3 0,333333333333329
1096 403,22 -2,68333333333332
1097 403,13 -2,95
1098 403,05 -5,18333333333332
1099 402,97 -0,733333333333334
1100 402,88 -3,05
1101 402,8 -1,48333333333333
1102 402,72 0,266666666666666
1103 402,63 -0,599999999999994
1104 402,55 -2,78333333333333
1105 402,47 -6,36666666666667
1106 402,38 -5,43333333333332
1107 402,3 -2,56666666666668
1108 402,21 -9,58333333333333
1109 402,13 -2,34999999999999
1110 402,05 -8,95
1111 401,96 -3,25
1112 401,88 -5,55
1113 401,8 -2,34999999999999
1114 401,71 -3,8
1115 401,63 -4,73333333333333
1116 401,55 -4,23333333333333
1117 401,46 -2,03333333333333
1118 401,38 -2,91666666666667
1119 401,29 -4,75
1120 401,21 -4,81666666666668
1121 401,13 -3,48333333333335
1122 401,04 -4,58333333333333
1123 400,96 -5,34999999999999
1124 400,88 -5,06666666666668
1125 400,79 -2,16666666666667
1126 400,71 -6,18333333333332
1127 400,63 -6,05
1128 400,54 -3,33333333333333
1129 400,46 -3,61666666666667
1130 400,37 -5,03333333333333
1131 400,29 2,21666666666667
1132 400,21 19,0166666666667
1133 400,12 58,4666666666667
1134 400,04 52,6
1135 399,96 38,5666666666667
1136 399,87 18,6166666666667
1137 399,79 18,55
1138 399,71 15,9166666666667
1139 399,62 14,0333333333333
1140 399,54 8,01666666666667
1141 399,46 14,0666666666667
1142 399,37 8,09999999999999
1143 399,29 10,8
1144 399,2 4,61666666666667
1145 399,12 7,26666666666667
1146 399,04 5,43333333333332
1147 398,95 8,36666666666667
1148 398,87 5,11666666666667
1149 398,79 5,90000000000001
1150 398,7 3,33333333333333
1151 398,62 3,16666666666667
1152 398,54 3,16666666666667
1153 398,45 2,18333333333332
1154 398,37 1,61666666666667
1155 398,28 2,95
1156 398,2 -0,233333333333334
1157 398,12 0,466666666666669
1158 398,03 -2,34999999999999
1159 397,95 -1,84999999999999
1160 397,87 0,266666666666666
1161 397,78 -0,416666666666671
1162 397,7 -1,48333333333333
1163 397,62 -4,26666666666667
1164 397,53 -0,633333333333326
1165 397,45 1,40000000000001
1166 397,36 -3,5
1167 397,28 -0,333333333333329
1168 397,2 -1,18333333333332
1169 397,11 -2,58333333333334
1170 397,03 -1,33333333333333
1171 396,95 -1,59999999999999
1172 396,86 -1
1173 396,78 2,31666666666668
1174 396,7 -7,16666666666667
1175 396,61 -1,03333333333333
1176 396,53 -6,43333333333332
1177 396,44 -4,84999999999999
1178 396,36 -4,31666666666668
1179 396,28 -5,26666666666667
1180 396,19 -4,40000000000001
1181 396,11 -4,31666666666668
1182 396,03 -6,23333333333333
1183 395,94 -1,45
1184 395,86 -4,18333333333332
1185 395,78 0,116666666666674
1186 395,69 -1,65000000000001
1187 395,61 -2,88333333333333
1188 395,52 -3,7
1189 395,44 -6,15000000000001
1190 395,36 -5,48333333333333
1191 395,27 -2,91666666666667
1192 395,19 -4,18333333333332
1193 395,11 -7,26666666666667
1194 395,02 -5,58333333333333
1195 394,94 -1,86666666666667
1196 394,86 -3,88333333333333
1197 394,77 0,233333333333334
1198 394,69 6,40000000000001
1199 394,6 28,4333333333333
1200 394,52 24,2833333333333
1201 394,44 22,7166666666667
1202 394,35 8,40000000000001
1203 394,27 5,91666666666667
1204 394,19 1,43333333333334
1205 394,1 2,46666666666667
1206 394,02 -0,483333333333334
1207 393,94 1,51666666666667
1208 393,85 0,0999999999999943
1209 393,77 -0,299999999999997
1210 393,68 2,18333333333332
1211 393,6 1,51666666666667
1212 393,52 -0,733333333333334
1213 393,43 -1,76666666666667
1214 393,35 -0,716666666666669
1215 393,27 -0,25
1216 393,18 -0,983333333333334
1217 393,1 -3,3
1218 393,02 -3,21666666666667
1219 392,93 -0,549999999999997
1220 392,85 -2,66666666666667
1221 392,76 -1,09999999999999
1222 392,68 -1,75
1223 392,6 -1,7
1224 392,51 -4,76666666666667
1225 392,43 -5,61666666666667
1226 392,35 -6,66666666666667
1227 392,26 -3,91666666666667
1228 392,18 -4,01666666666667
1229 392,1 -3,56666666666668
1230 392,01 -4,40000000000001
1231 391,93 -4,01666666666667
1232 391,84 15,25
1233 391,76 58,0166666666667
1234 391,68 46,0333333333333
1235 391,59 22,4666666666667
1236 391,51 11,2333333333333
1237 391,43 5,03333333333333
1238 391,34 0,816666666666663
1239 391,26 4,68333333333332
1240 391,18 2,05
1241 391,09 2,09999999999999
1242 391,01 2,68333333333332
1243 390,92 3,51666666666667
1244 390,84 1,63333333333333
1245 390,76 5,36666666666667
1246 390,67 1,78333333333333
1247 390,59 6,21666666666667
1248 390,51 0,75
1249 390,42 4,93333333333332
1250 390,34 0,133333333333326
1251 390,26 1,11666666666667
1252 390,17 -0,533333333333331
1253 390,09 -0,666666666666671
1254 390 -0,666666666666671
1255 389,92 5,65000000000001
1256 389,84 5,05
1257 389,75 17,9666666666667
1258 389,67 14,7666666666667
1259 389,59 10,25
1260 389,5 0,583333333333329
1261 389,42 3,23333333333333
1262 389,34 3,88333333333333
1263 389,25 3
1264 389,17 4,71666666666667
1265 389,09 4,53333333333333
1266 389 -1,33333333333333
1267 388,92 -0,266666666666666
1268 388,83 5,76666666666667
1269 388,75 11,3333333333333
1270 388,67 9,09999999999999
1271 388,58 14,3833333333333
1272 388,5 3,31666666666668
1273 388,42 4,38333333333333
1274 388,33 4,16666666666667
1275 388,25 2,53333333333333
1276 388,17 -0,283333333333331
1277 388,08 3,03333333333333
1278 388 -6,80000000000001
1279 387,91 2,28333333333333
1280 387,83 -5
1281 387,75 -2,23333333333333
1282 387,66 -2,3
1283 387,58 -1,31666666666668
1284 387,5 -2,76666666666667
1285 387,41 -0,0833333333333286
1286 387,33 0,233333333333334
1287 387,25 -3,31666666666668
1288 387,16 -6,06666666666668
1289 387,08 2,25
1290 386,99 -2,15000000000001
1291 386,91 -3,59999999999999
1292 386,83 -3,45
1293 386,74 -2,40000000000001
1294 386,66 -4,15000000000001
1295 386,58 0,683333333333323
1296 386,49 -1,43333333333332
1297 386,41 -5
1298 386,33 -0,299999999999997
1299 386,24 1,88333333333333
1300 386,16 -1,38333333333333
1301 386,07 4,13333333333333
1302 385,99 3,03333333333333
1303 385,91 5,13333333333333
1304 385,82 0,916666666666671
1305 385,74 1,21666666666667
1306 385,66 -2,63333333333333
1307 385,57 0,616666666666674
1308 385,49 -2,08333333333333
1309 385,41 -0,633333333333326
1310 385,32 -0,983333333333334
1311 385,24 0
1312 385,15 0,533333333333331
1313 385,07 2,36666666666667
1314 384,99 -4,81666666666668
1315 384,9 -0,549999999999997
1316 384,82 -2,91666666666667
1317 384,74 2,11666666666667
1318 384,65 -2,59999999999999
1319 384,57 -3,65000000000001
1320 384,49 -3,31666666666668
1321 384,4 -2,16666666666667
1322 384,32 -4,40000000000001
1323 384,23 -4,41666666666667
1324 384,15 -1,83333333333333
1325 384,07 -3,2
1326 383,98 -4,63333333333333
1327 383,9 -6,15000000000001
1328 383,82 -4,21666666666667
1329 383,73 -6,93333333333332
1330 383,65 -5,21666666666667
1331 383,57 0,400000000000006
1332 383,48 -7,81666666666668
1333 383,4 -6,8
1334 383,31 -5,65000000000001
1335 383,23 -3,08333333333333
1336 383,15 -2,05
1337 383,06 -3,5
1338 382,98 -1,36666666666667
1339 382,9 -6,09999999999999
1340 382,81 -2,2
1341 382,73 -5,48333333333333
1342 382,65 -2,43333333333332
1343 382,56 -2,40000000000001
1344 382,48 -6,21666666666667
1345 382,39 -2,34999999999999
1346 382,31 -1,05
1347 382,23 -2,83333333333333
1348 382,14 -1,58333333333333
1349 382,06 -6,06666666666668
1350 381,98 -2,68333333333332
1351 381,89 -5,23333333333333
1352 381,81 -4,11666666666667
1353 381,73 -4,68333333333332
1354 381,64 -1,90000000000001
1355 381,56 -2,76666666666667
1356 381,47 -1,88333333333333
1357 381,39 -5,08333333333333
1358 381,31 -4,08333333333333
1359 381,22 -3,01666666666667
1360 381,14 -0,483333333333334
1361 381,06 -2,76666666666667
1362 380,97 1,26666666666667
1363 380,89 26,1833333333333
1364 380,81 91,6333333333333
1365 380,72 130,05
1366 380,64 71,0333333333333
1367 380,55 42,7666666666667
1368 380,47 18,5333333333333
1369 380,39 25,0333333333333
1370 380,3 22,9666666666667
1371 380,22 24,55
1372 380,14 22,7
1373 380,05 19,7166666666667
1374 379,97 10,4666666666667
1375 379,89 21,8
1376 379,8 10,9
1377 379,72 17,35
1378 379,64 10,4833333333333
1379 379,55 10,2
1380 379,47 7,08333333333334
1381 379,38 7,53333333333333
1382 379,3 5,83333333333333
1383 379,22 6,30000000000001
1384 379,13 2,16666666666667
1385 379,05 4,75
1386 378,97 3,63333333333333
1387 378,88 2,81666666666668
1388 378,8 3,96666666666667
1389 378,72 2,8
1390 378,63 2,18333333333332
1391 378,55 -0,150000000000006
1392 378,46 -1,46666666666667
1393 378,38 -3,48333333333333
1394 378,3 -1,33333333333333
1395 378,21 1,15000000000001
1396 378,13 -4,84999999999999
1397 378,05 -1
1398 377,96 0,75
1399 377,88 -5,33333333333333
1400 377,8 -4,09999999999999
1401 377,71 -7,55
1402 377,63 -3,21666666666667
1403 377,54 -4,58333333333333
1404 377,46 -4,38333333333333
1405 377,38 -1,40000000000001
1406 377,29 -1,71666666666667
1407 377,21 -2,11666666666667
1408 377,13 0,5
1409 377,04 -4,88333333333333
1410 376,96 -2,71666666666667
1411 376,88 -7,48333333333333
1412 376,79 -1,58333333333334
1413 376,71 -5,51666666666667
1414 376,62 -4,34999999999999
1415 376,54 -2,71666666666667
1416 376,46 -2,68333333333332
1417 376,37 -4,18333333333332
1418 376,29 -3
1419 376,21 -2,16666666666667
1420 376,12 -3,66666666666667
1421 376,04 -2,08333333333333
1422 375,96 4,16666666666667
1423 375,87 61,2
1424 375,79 100,733333333333
1425 375,7 86,9666666666667
1426 375,62 34,7333333333333
1427 375,54 32,7833333333333
1428 375,45 25,3166666666667
1429 375,37 25,25
1430 375,29 23,9333333333333
1431 375,2 23,5166666666667
1432 375,12 16,2666666666667
1433 375,04 19,5333333333333
1434 374,95 12,7
1435 374,87 10,1833333333333
1436 374,78 7,75
1437 374,7 8,58333333333333
1438 374,62 7,26666666666667
1439 374,53 9,40000000000001
1440 374,45 5,61666666666667
1441 374,37 6,15000000000001
1442 374,28 5,16666666666667
1443 374,2 3,26666666666667
1444 374,12 4,08333333333333
1445 374,03 4,83333333333333
1446 373,95 1,7
1447 373,86 2,2
1448 373,78 1,33333333333333
1449 373,7 2,86666666666667
1450 373,61 -0,0999999999999943
1451 373,53 -2,2
1452 373,45 0,0166666666666657
1453 373,36 -0,316666666666677
1454 373,28 0,799999999999997
1455 373,2 0,133333333333354
1456 373,11 1
1457 373,03 -3,46666666666667
1458 372,94 -0,983333333333334
1459 372,86 -4,81666666666668
1460 372,78 -0,700000000000003
1461 372,69 -3,44999999999999
1462 372,61 -0,733333333333334
1463 372,53 -3,91666666666667
1464 372,44 -6,33333333333333
1465 372,36 -3,05
1466 372,28 -5,95
1467 372,19 -1,76666666666667
1468 372,11 -1,53333333333333
1469 372,02 -3,41666666666667
1470 371,94 -3,26666666666667
1471 371,86 -1,43333333333332
1472 371,77 -0,566666666666677
1473 371,69 -3,03333333333333
1474 371,61 -4,48333333333333
1475 371,52 -4,16666666666667
1476 371,44 4,93333333333332
1477 371,36 25,7
1478 371,27 30,65
1479 371,19 22,5
1480 371,1 3,26666666666667
1481 371,02 3,05
1482 370,94 2,91666666666667
1483 370,85 4,68333333333332
1484 370,77 3,7
1485 370,69 3,71666666666667
1486 370,6 3,18333333333332
1487 370,52 1,16666666666667
1488 370,44 1,3
1489 370,35 -0,950000000000003
1490 370,27 -1,11666666666667
1491 370,18 0,25
1492 370,1 0,383333333333326
1493 370,02 -3,43333333333332
1494 369,93 0,0166666666666657
1495 369,85 -1,06666666666668
1496 369,77 -4,53333333333333
1497 369,68 -1,05
1498 369,6 -1,25
1499 369,52 -4,08333333333333
1500 369,43 -2,66666666666667
1501 369,35 -5,65000000000001
1502 369,27 -8,06666666666668
1503 369,18 -4,5
1504 369,1 -2,48333333333335
1505 369,01 -1,21666666666667
1506 368,93 -3,95
1507 368,85 0,783333333333331
1508 368,76 -0,533333333333331
1509 368,68 -5,11666666666667
1510 368,6 -7,21666666666667
1511 368,51 -3,48333333333333
1512 368,43 -5,09999999999999
1513 368,35 -4,11666666666667
1514 368,26 -1,90000000000001
1515 368,18 -3,13333333333333
1516 368,09 -2,13333333333335
1517 368,01 -3,95
1518 367,93 -6,21666666666667
1519 367,84 -3,58333333333334
1520 367,76 -8,75
1521 367,68 -3,83333333333333
1522 367,59 -4,34999999999999
1523 367,51 -0,333333333333329
1524 367,43 3,86666666666665
1525 367,34 -0,366666666666674
1526 367,26 -1,78333333333333
1527 367,17 -3,40000000000001
1528 367,09 -0,333333333333329
1529 367,01 -2,65000000000001
1530 366,92 -2,56666666666668
1531 366,84 -4,68333333333332
1532 366,76 -1,59999999999999
1533 366,67 -2,21666666666667
1534 366,59 -3,68333333333332
1535 366,51 -2,16666666666667
1536 366,42 1,55
1537 366,34 -3,31666666666668
1538 366,25 -2,75
1539 366,17 -1,90000000000001
1540 366,09 -5,08333333333333
1541 366 -2,46666666666667
1542 365,92 -2,61666666666667
1543 365,84 -3,51666666666667
1544 365,75 -3,16666666666666
1545 365,67 -1,84999999999999
1546 365,59 -6,5
1547 365,5 -2,23333333333335
1548 365,42 -2,13333333333333
1549 365,33 -5,59999999999999
1550 365,25 -3,33333333333333
1551 365,17 -7,21666666666667
1552 365,08 -7,36666666666666
1553 365 -7,41666666666667
1554 364,92 -7,06666666666668
1555 364,83 -7,2
1556 364,75 -0,599999999999994
1557 364,66 -2,91666666666667
1558 364,58 -3,58333333333333
1559 364,5 -2,75
1560 364,41 -1,61666666666665
1561 364,33 -3,8
1562 364,24 -6,48333333333333
1563 364,16 -3,53333333333333
1564 364,08 -1,7
1565 363,99 -2,36666666666667
1566 363,91 -1,93333333333332
1567 363,82 -9,31666666666668
1568 363,74 -3,91666666666667
1569 363,66 -8,3
1570 363,57 -2,43333333333332
1571 363,49 -6,56666666666668
1572 363,4 -2,38333333333333
1573 363,32 -2,26666666666667
1574 363,24 -4,93333333333333
1575 363,15 -4,40000000000001
1576 363,07 -3,31666666666668
1577 362,98 -5,31666666666668
1578 362,9 -9,65000000000001
1579 362,82 -4,40000000000001
1580 362,73 -4,76666666666667
1581 362,65 -5,45
1582 362,56 -4,26666666666667
1583 362,48 -6,16666666666667
1584 362,4 -2,61666666666667
1585 362,31 -4,16666666666667
1586 362,23 -0,0166666666666657
1587 362,14 -4,8
1588 362,06 -5,91666666666667
1589 361,98 -8,31666666666668
1590 361,89 -6,08333333333333
1591 361,81 -5,44999999999999
1592 361,72 -5,06666666666668
1593 361,64 -4,91666666666666
1594 361,56 -5,31666666666668
1595 361,47 -2,26666666666667
1596 361,39 -3,98333333333333
1597 361,3 -8,48333333333333
1598 361,22 -5,45
1599 361,14 -3,75
1600 361,05 -5,81666666666668
1601 360,97 -5,34999999999999
1602 360,88 -4,8
1603 360,8 -3,08333333333333
1604 360,72 -7,44999999999999
1605 360,63 -3,05
1606 360,55 -8,43333333333332
1607 360,46 -6,23333333333333
1608 360,38 -5,83333333333333
1609 360,3 -2,90000000000001
1610 360,21 -8,25
1611 360,13 -7
1612 360,04 -6,90000000000001
1613 359,96 -8,06666666666668
1614 359,88 -2,48333333333333
1615 359,79 -5,98333333333333
1616 359,71 -5,51666666666667
1617 359,62 -5,5
1618 359,54 -5,28333333333333
1619 359,46 -0,949999999999989
1620 359,37 -3,65000000000001
1621 359,29 -6,90000000000001
1622 359,2 -3,53333333333333
1623 359,12 -2,08333333333334
1624 359,04 -3,58333333333333
1625 358,95 -2,13333333333333
1626 358,87 -5,71666666666667
1627 358,78 -2,58333333333333
1628 358,7 -3,5
1629 358,62 -1,76666666666667
1630 358,53 2,93333333333332
1631 358,45 2,28333333333333
1632 358,36 3,25
1633 358,28 -1,81666666666668
1634 358,2 3,38333333333333
1635 358,11 21,8
1636 358,03 203,716666666667
1637 357,94 418,9
1638 357,86 277,966666666667
1639 357,78 156,7
1640 357,69 92,45
1641 357,61 94,95
1642 357,52 81,3166666666667
1643 357,44 77,4833333333333
1644 357,36 55,85
1645 357,27 76,1333333333333
1646 357,19 62,6333333333333
1647 357,1 51,4833333333333
1648 357,02 39,0666666666667
1649 356,94 44,95
1650 356,85 37,4
1651 356,77 34,7666666666667
1652 356,68 34,1166666666666
1653 356,6 32,7166666666667
1654 356,52 21,8166666666667
1655 356,43 24,7333333333333
1656 356,35 17,85
